Input,Base Model Output,Fine-tuned Output,Match
The traditional Italian items are great  cheap and served in a cozy setting.,"```json
{
    ""domain"": ""restaurants"",
    ""aspects"": [
        {
            ""term"": ""Italian items"",
            ""polarity"": ""positive""
        },
        {
            ""term"": ""cheap"",
            ""polarity"": ""neutral""
        },
        {
            ""term"": ""cozy","{""domain"":""restaurants"",""aspects"":[{""term"":""traditional Italian items"",""polarity"":""positive""},{""term"":""price"",""polarity"":""positive""},{""term"":""setting"",""polarity"":""positive""}]}",False
Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.,"```json
{
    ""domain"": ""restaurants"",
    ""aspects"": [
        {
            ""term"": ""iced blended mocha"",
            ""polarity"": ""positive""
        },
        {
            ""term"": ""hot white mocha"",
            ""polarity"": ""positive""
        }
    ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""iced blended mocha"",""polarity"":""positive""},{""term"":""hot white mocha"",""polarity"":""positive""}]}",False
last Tuesday for a late lunch with a friend.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""lunch"",
      ""polarity"": ""neutral""
    },
    {
      ""term"": ""late"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""late lunch"",""polarity"":""neutral""}]}",False
It was delish and I didn't feel bad eating it.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""delish"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""It"",""polarity"":""positive""}]}",False
Another friend had to ask 3 times for parmesan cheese.,"```json
{
    ""domain"": ""restaurants"",
    ""aspects"": [
        {
            ""term"": ""parmesan cheese"",
            ""polarity"": ""negative""
        }
    ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""parmesan cheese"",""polarity"":""negative""}]}",False
"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""waitress"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""food"",
      ""polarity"": ""neutral""
    },
    {
      ""term"": ""wine"",","{""domain"":""restaurants"",""aspects"":[{""term"":""waitress"",""polarity"":""negative""},{""term"":""food"",""polarity"":""neutral""},{""term"":""wine"",""polarity"":""neutral""}]}",False
"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""service"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""portions"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Service"",""polarity"":""negative""},{""term"":""Portions"",""polarity"":""negative""}]}",False
"No doubt the next time we want to go out for a special occasion or are entertaining guests from out of town, Spirit and Bateaux will be our destination.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""Spirit"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""bateaux"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Spirit"",""polarity"":""positive""},{""term"":""Bateaux"",""polarity"":""positive""}]}",False
i would recommend Jewel Bako if you want to feel like you were kicked in the groin and had to pay for it too.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""Jewel Bako"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Jewel Bako"",""polarity"":""negative""}]}",False
The unfortunate lady next to us thought she had ordered a salad including asking for salad dressing and was instead given a quesedilla.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""salad"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""quesedilla"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""salad dressing"",""polarity"":""negative""},{""term"":""quesedilla"",""polarity"":""negative""}]}",False
"El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering pizza's.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""El Nidos"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""New York"",
      ""polarity"": ""neutral""
    },
    {
      ""term"": ""","{""domain"":""restaurants"",""aspects"":[{""term"":""El Nidos"",""polarity"":""positive""},{""term"":""variety of tasty, mouth watering pizza's"",""polarity"":""positive""}]}",False
"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""service"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""food"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""bum"",","{""domain"":""restaurants"",""aspects"":[{""term"":""Service"",""polarity"":""negative""},{""term"":""Food"",""polarity"":""negative""},{""term"":""Bum"",""polarity"":""negative""}]}",False
Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly staff a visit.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""cheap food"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""friendly staff"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""food"",""polarity"":""positive""},{""term"":""staff"",""polarity"":""positive""}]}",False
I had to wait for my friend at the bar for a few minutes,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""bar"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""wait"",""polarity"":""neutral""}]}",False
"Chef Vincenzo, always there if you need him, is a real talent and a real Roman.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""Chef Vincenzo"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""always there if you need him"",
      ""polarity"": ""neutral""
    },","{""domain"":""restaurants"",""aspects"":[{""term"":""Chef Vincenzo"",""polarity"":""positive""},{""term"":""talent"",""polarity"":""positive""},{""term"":""Roman"",""polarity"":""neutral""}]}",False
"If you're looking to taste some great Indian food and want good service, definitely visit Curry Leaf.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""Indian food"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""good service"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Indian food"",""polarity"":""positive""},{""term"":""service"",""polarity"":""positive""}]}",False
"You must try Odessa stew or Rabbit stew saladsall good and kompot is soo refreshing during the hot summer day they make it the way my mom does, reminds me of home a lot.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""Odessa stew"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""Rabbit stew salads"",
      ""polarity"": ""positive""
    },
    {
      ""term","{""domain"":""restaurants"",""aspects"":[{""term"":""Odessa stew"",""polarity"":""positive""},{""term"":""Rabbit stew salads"",""polarity"":""positive""},{""term"":""Kompot"",""polarity"":""positive""}]}",False
My daughter and I left feeling satisfied not stuffed and it felt good to know we had a healthy lunch.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""lunch"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""satisfaction"",""polarity"":""positive""},{""term"":""lunch"",""polarity"":""neutral""}]}",False
I'm almost tempted to give this place a bad review so I can keep the crowds away...been going there on and off for a year now and it's really my fave hang out in the city.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""hang out"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""fave"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""this place"",""polarity"":""positive""},{""term"":""crowds"",""polarity"":""negative""}]}",False
"When she complained, the waitress said, Sorry.","```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""complaining"",
      ""polarity"": ""neutral""
    },
    {
      ""term"": ""waitress"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""waitress"",""polarity"":""neutral""}]}",False
The quality of the meat was on par with your local grocery store.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""meat"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Quality of the meat"",""polarity"":""neutral""}]}",False
They specialize in smoothies and fresh juices.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""smoothies"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""fresh juices"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""smoothies"",""polarity"":""neutral""},{""term"":""fresh juices"",""polarity"":""neutral""}]}",False
"It first came well done, and I politely sent it back.","```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""product quality"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""It"",""polarity"":""neutral""}]}",False
"I recommend the black roasted codfish, it was the best dish of the evening.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""black roasted codfish"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""black roasted codfish"",""polarity"":""positive""}]}",False
The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""waiter"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""restaurant"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""manager"",""polarity"":""neutral""},{""term"":""waiter"",""polarity"":""negative""},{""term"":""menu"",""polarity"":""neutral""}]}",False
"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""burrito"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""dark chicken"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Chicken"",""polarity"":""negative""}]}",False
"during busy hrs, i recommend that you make a reservation.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""busy hrs"",
      ""polarity"": ""neutral""
    },
    {
      ""term"": ""reservation"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""busy hrs"",""polarity"":""neutral""},{""term"":""reservation"",""polarity"":""positive""}]}",False
Don't waste your time or your money.,"```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""time"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""money"",
      ""polarity"": ""negative""
    }
  ]
}
```","{""domain"":""general"",""aspects"":[{""term"":""time"",""polarity"":""negative""},{""term"":""money"",""polarity"":""negative""}]}",False
"it's good but, like the movie is never as good as the book, this is same analogy.","```json
{
  ""domain"": ""movies"",
  ""aspects"": [
    {
      ""term"": ""movie"",
      ""polarity"": ""neutral""
    },
    {
      ""term"": ""book"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""books"",""aspects"":[{""term"":""movie"",""polarity"":""positive""},{""term"":""book"",""polarity"":""negative""}]}",False
it was a very warm experience.,"```json
{
  ""domain"": ""general"",
  ""aspects"": [
    {
      ""term"": ""experience"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""general"",""aspects"":[{""term"":""experience"",""polarity"":""positive""}]}",False
I went to Common Stock for brunch and I was so impressed.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""brunch"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""Common Stock"",""polarity"":""positive""}]}",False
"now called nikki sushi, sushi is OK.","```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""sushi"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""sushi"",""polarity"":""neutral""}]}",False
The food is also outstanding and is served quite quickly.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""food"",
      ""polarity"": ""positive""
    },
    {
      ""term"": ""service"",
      ""polarity"": ""neutral""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""food"",""polarity"":""positive""},{""term"":""served"",""polarity"":""positive""}]}",False
I just have nothing to say about this place that is negative except that it's not a cheap night out...but it's SO worth it.,"```json
{
  ""domain"": ""restaurants"",
  ""aspects"": [
    {
      ""term"": ""cheap night out"",
      ""polarity"": ""negative""
    },
    {
      ""term"": ""SO worth it"",
      ""polarity"": ""positive""
    }
  ]
}
```","{""domain"":""restaurants"",""aspects"":[{""term"":""night out"",""polarity"":""positive""},{""term"":""price"",""polarity"":""negative""}]}",False
